Sector,Archetype,End-use,DNO,Technical Flex MW,Central Hurdle Cost (£/MWh),Economic Flex MW
Industrial,"Food, Drink & Cold Processing",HVAC & space conditioning,UKPN (London),0.0,200.0,0.0
Industrial,"Food, Drink & Cold Processing",HVAC & space conditioning,UKPN (South),0.0,200.0,0.0
Industrial,"Food, Drink & Cold Processing",HVAC & space conditioning,WPD (East Midlands),0.0,200.0,0.0
Industrial,"Food, Drink & Cold Processing",HVAC & space conditioning,WPD (Midlands),0.0,200.0,0.0
Industrial,"Food, Drink & Cold Processing",HVAC & space conditioning,WPD (South Wales),0.0,200.0,0.0
Industrial,"Food, Drink & Cold Processing",HVAC & space conditioning,WPD (South West),0.0,200.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,ENWL,0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,NPG (Northern Electric),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,NPG (Yorkshire Electric),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,SPEN (SP Distribution),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,SPEN (SP MANWEB),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,SSE,0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,SSE (Southern),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,UKPN (East),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,UKPN (London),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,UKPN (South),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,WPD (East Midlands),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,WPD (Midlands),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,WPD (South Wales),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Lighting,WPD (South West),0.0,175.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,ENWL,0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,NPG (Northern Electric),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,NPG (Yorkshire Electric),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,SPEN (SP Distribution),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,SPEN (SP MANWEB),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,SSE,0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,SSE (Southern),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,UKPN (East),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,UKPN (London),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,UKPN (South),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,WPD (East Midlands),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,WPD (Midlands),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,WPD (South Wales),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Water & wastewater processes,WPD (South West),0.0,275.0,0.0
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,ENWL,1.4095625937518077,500.0,1.4095625937518077
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,NPG (Northern Electric),0.3864257061335938,500.0,0.3864257061335938
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,NPG (Yorkshire Electric),0.3763708784796322,500.0,0.3763708784796322
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,SPEN (SP Distribution),0.9956148911485386,500.0,0.9956148911485386
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,SPEN (SP MANWEB),0.3714669073714543,500.0,0.3714669073714543
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,SSE,0.5084452261078879,500.0,0.5084452261078879
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,SSE (Southern),0.2600200931130383,500.0,0.2600200931130383
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,UKPN (East),3.779824538734546,500.0,3.779824538734546
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,UKPN (London),0.5924349994302442,500.0,0.5924349994302442
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,UKPN (South),0.0,500.0,0.0
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,WPD (East Midlands),1.8484678823865208,500.0,1.8484678823865208
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,WPD (Midlands),0.7140591197293168,500.0,0.7140591197293168
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,WPD (South Wales),0.216003915974047,500.0,0.216003915974047
Industrial,"Food, Drink & Cold Processing",Other electrical/process loads,WPD (South West),0.087728302033466,500.0,0.087728302033466
Industrial,Water & Wastewater,High-temperature process heat,ENWL,0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,NPG (Northern Electric),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,NPG (Yorkshire Electric),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,SPEN (SP Distribution),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,SPEN (SP MANWEB),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,SSE,0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,SSE (Southern),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,UKPN (East),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,UKPN (London),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,UKPN (South),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,WPD (East Midlands),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,WPD (Midlands),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,WPD (South Wales),0.0,900.0,0.0
Industrial,Water & Wastewater,High-temperature process heat,WPD (South West),0.0,900.0,0.0
Industrial,Water & Wastewater,Low/medium-temperature process heat,ENWL,0.1529749892190982,500.0,0.1529749892190982
Industrial,Water & Wastewater,Low/medium-temperature process heat,NPG (Northern Electric),0.0754785952755274,500.0,0.0754785952755274
Industrial,Water & Wastewater,Low/medium-temperature process heat,NPG (Yorkshire Electric),2.4848753287991543,500.0,2.4848753287991543
Industrial,Water & Wastewater,Low/medium-temperature process heat,SPEN (SP Distribution),1.3083712842560242,500.0,1.3083712842560242
Industrial,Water & Wastewater,Low/medium-temperature process heat,SPEN (SP MANWEB),1.6235859300652775,500.0,1.6235859300652775
Industrial,Water & Wastewater,Low/medium-temperature process heat,SSE,0.0921669740963725,500.0,0.0921669740963725
Industrial,Water & Wastewater,Low/medium-temperature process heat,SSE (Southern),1.8275717401296323,500.0,1.8275717401296323
Industrial,Water & Wastewater,Low/medium-temperature process heat,UKPN (East),0.097592899241595,500.0,0.097592899241595
Industrial,Water & Wastewater,Low/medium-temperature process heat,UKPN (London),0.0,500.0,0.0
Industrial,Water & Wastewater,Low/medium-temperature process heat,UKPN (South),0.1653104446763911,500.0,0.1653104446763911
Industrial,Water & Wastewater,Low/medium-temperature process heat,WPD (East Midlands),0.1997884068786799,500.0,0.1997884068786799
Industrial,Water & Wastewater,Low/medium-temperature process heat,WPD (Midlands),0.1164747898292147,500.0,0.1164747898292147
Industrial,Water & Wastewater,Low/medium-temperature process heat,WPD (South Wales),1.3469614034187134,500.0,1.3469614034187134
Industrial,Water & Wastewater,Low/medium-temperature process heat,WPD (South West),0.0707631597061198,500.0,0.0707631597061198
Industrial,Water & Wastewater,Steam generation,ENWL,0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,NPG (Northern Electric),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,NPG (Yorkshire Electric),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,SPEN (SP Distribution),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,SPEN (SP MANWEB),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,SSE,0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,SSE (Southern),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,UKPN (East),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,UKPN (London),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,UKPN (South),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,WPD (East Midlands),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,WPD (Midlands),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,WPD (South Wales),0.0,450.0,0.0
Industrial,Water & Wastewater,Steam generation,WPD (South West),0.0,450.0,0.0
Industrial,Water & Wastewater,Drying & evaporation,ENWL,0.0839789271727181,500.0,0.0839789271727181
Industrial,Water & Wastewater,Drying & evaporation,NPG (Northern Electric),0.0414356064876992,500.0,0.0414356064876992
Industrial,Water & Wastewater,Drying & evaporation,NPG (Yorkshire Electric),1.3641260269783744,500.0,1.3641260269783744
Industrial,Water & Wastewater,Drying & evaporation,SPEN (SP Distribution),0.718258699388062,500.0,0.718258699388062
Industrial,Water & Wastewater,Drying & evaporation,SPEN (SP MANWEB),0.8913025931599767,500.0,0.8913025931599767
Industrial,Water & Wastewater,Drying & evaporation,SSE,0.0505970527919654,500.0,0.0505970527919654
Industrial,Water & Wastewater,Drying & evaporation,SSE (Southern),1.0032850131301276,500.0,1.0032850131301276
Industrial,Water & Wastewater,Drying & evaporation,UKPN (East),0.0535757316919694,500.0,0.0535757316919694
Industrial,Water & Wastewater,Drying & evaporation,UKPN (London),0.0,500.0,0.0
Industrial,Water & Wastewater,Drying & evaporation,UKPN (South),0.0907507420999714,500.0,0.0907507420999714
Industrial,Water & Wastewater,Drying & evaporation,WPD (East Midlands),0.1096781647566436,500.0,0.1096781647566436
Industrial,Water & Wastewater,Drying & evaporation,WPD (Midlands),0.0639413536974716,500.0,0.0639413536974716
Industrial,Water & Wastewater,Drying & evaporation,WPD (South Wales),0.7394435795001202,500.0,0.7394435795001202
Industrial,Water & Wastewater,Drying & evaporation,WPD (South West),0.0388469661989016,500.0,0.0388469661989016
Industrial,Water & Wastewater,Refrigeration & process cooling,ENWL,0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,NPG (Northern Electric),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,NPG (Yorkshire Electric),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,SPEN (SP Distribution),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,SPEN (SP MANWEB),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,SSE,0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,SSE (Southern),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,UKPN (East),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,UKPN (London),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,UKPN (South),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,WPD (East Midlands),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,WPD (Midlands),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,WPD (South Wales),0.0,275.0,0.0
Industrial,Water & Wastewater,Refrigeration & process cooling,WPD (South West),0.0,275.0,0.0
Industrial,Water & Wastewater,Pumping & fluid handling,ENWL,1.4584793485857497,175.0,1.4584793485857497
Industrial,Water & Wastewater,Pumping & fluid handling,NPG (Northern Electric),0.719620723829247,175.0,0.719620723829247
Industrial,Water & Wastewater,Pumping & fluid handling,NPG (Yorkshire Electric),23.6910580570339,175.0,23.6910580570339
Industrial,Water & Wastewater,Pumping & fluid handling,SPEN (SP Distribution),12.47414697076372,175.0,12.47414697076372
Industrial,Water & Wastewater,Pumping & fluid handling,SPEN (SP MANWEB),15.479435963633756,175.0,15.479435963633756
Industrial,Water & Wastewater,Pumping & fluid handling,SSE,0.8787294513135674,175.0,0.8787294513135674
Industrial,Water & Wastewater,Pumping & fluid handling,SSE (Southern),17.42425774726068,175.0,17.42425774726068
Industrial,Water & Wastewater,Pumping & fluid handling,UKPN (East),0.9304607821126498,175.0,0.9304607821126498
Industrial,Water & Wastewater,Pumping & fluid handling,UKPN (London),0.0,175.0,0.0
Industrial,Water & Wastewater,Pumping & fluid handling,UKPN (South),1.576086855091885,175.0,1.576086855091885
Industrial,Water & Wastewater,Pumping & fluid handling,WPD (East Midlands),1.9048033080888984,175.0,1.9048033080888984
Industrial,Water & Wastewater,Pumping & fluid handling,WPD (Midlands),1.110482677357607,175.0,1.110482677357607
Industrial,Water & Wastewater,Pumping & fluid handling,WPD (South Wales),12.842069152981589,175.0,12.842069152981589
Industrial,Water & Wastewater,Pumping & fluid handling,WPD (South West),0.674663274035166,175.0,0.674663274035166
Industrial,Water & Wastewater,Mechanical drives & machinery,ENWL,0.0220981719482689,450.0,0.0220981719482689
Industrial,Water & Wastewater,Mechanical drives & machinery,NPG (Northern Electric),0.0109033443004431,450.0,0.0109033443004431
Industrial,Water & Wastewater,Mechanical drives & machinery,NPG (Yorkshire Electric),0.3589554251065743,450.0,0.3589554251065743
Industrial,Water & Wastewater,Mechanical drives & machinery,SPEN (SP Distribution),0.1890022268297533,450.0,0.1890022268297533
Industrial,Water & Wastewater,Mechanical drives & machinery,SPEN (SP MANWEB),0.2345369085399054,450.0,0.2345369085399054
Industrial,Water & Wastewater,Mechanical drives & machinery,SSE,0.0133140825956601,450.0,0.0133140825956601
Industrial,Water & Wastewater,Mechanical drives & machinery,SSE (Southern),0.2640039052615255,450.0,0.2640039052615255
Industrial,Water & Wastewater,Mechanical drives & machinery,UKPN (East),0.0140978906380704,450.0,0.0140978906380704
Industrial,Water & Wastewater,Mechanical drives & machinery,UKPN (London),0.0,450.0,0.0
Industrial,Water & Wastewater,Mechanical drives & machinery,UKPN (South),0.0238801038650285,450.0,0.0238801038650285
Industrial,Water & Wastewater,Mechanical drives & machinery,WPD (East Midlands),0.0288606561831651,450.0,0.0288606561831651
Industrial,Water & Wastewater,Mechanical drives & machinery,WPD (Midlands),0.0168254951114789,450.0,0.0168254951114789
Industrial,Water & Wastewater,Mechanical drives & machinery,WPD (South Wales),0.1945768053482059,450.0,0.1945768053482059
Industrial,Water & Wastewater,Mechanical drives & machinery,WPD (South West),0.0102221708187146,450.0,0.0102221708187146
Industrial,Water & Wastewater,Compressed air,ENWL,0.3064604877748442,275.0,0.3064604877748442
Industrial,Water & Wastewater,Compressed air,NPG (Northern Electric),0.1512090783125897,275.0,0.1512090783125897
Industrial,Water & Wastewater,Compressed air,NPG (Yorkshire Electric),4.978043203080634,275.0,4.978043203080634
Industrial,Water & Wastewater,Compressed air,SPEN (SP Distribution),2.6211088754477383,275.0,2.6211088754477383
Industrial,Water & Wastewater,Compressed air,SPEN (SP MANWEB),3.2525901038603267,275.0,3.2525901038603267
Industrial,Water & Wastewater,Compressed air,SSE,0.1846415285432779,275.0,0.1846415285432779
Industrial,Water & Wastewater,Compressed air,SSE (Southern),3.6612424670380346,275.0,3.6612424670380346
Industrial,Water & Wastewater,Compressed air,UKPN (East),0.195511486273774,275.0,0.195511486273774
Industrial,Water & Wastewater,Compressed air,UKPN (London),0.0,275.0,0.0
Industrial,Water & Wastewater,Compressed air,UKPN (South),0.3311725646683582,275.0,0.3311725646683582
Industrial,Water & Wastewater,Compressed air,WPD (East Midlands),0.4002435491994488,275.0,0.4002435491994488
Industrial,Water & Wastewater,Compressed air,WPD (Midlands),0.233338280242724,275.0,0.233338280242724
Industrial,Water & Wastewater,Compressed air,WPD (South Wales),2.698417897022166,275.0,2.698417897022166
Industrial,Water & Wastewater,Compressed air,WPD (South West),0.1417624707851214,275.0,0.1417624707851214
Industrial,Water & Wastewater,"Fans, blowers & ventilation",ENWL,0.1325890316896136,225.0,0.1325890316896136
Industrial,Water & Wastewater,"Fans, blowers & ventilation",NPG (Northern Electric),0.0654200658026588,225.0,0.0654200658026588
Industrial,Water & Wastewater,"Fans, blowers & ventilation",NPG (Yorkshire Electric),2.1537325506394454,225.0,2.1537325506394454
Industrial,Water & Wastewater,"Fans, blowers & ventilation",SPEN (SP Distribution),1.13401336097852,225.0,1.13401336097852
Industrial,Water & Wastewater,"Fans, blowers & ventilation",SPEN (SP MANWEB),1.407221451239432,225.0,1.407221451239432
Industrial,Water & Wastewater,"Fans, blowers & ventilation",SSE,0.0798844955739606,225.0,0.0798844955739606
Industrial,Water & Wastewater,"Fans, blowers & ventilation",SSE (Southern),1.5840234315691528,225.0,1.5840234315691528
Industrial,Water & Wastewater,"Fans, blowers & ventilation",UKPN (East),0.0845873438284227,225.0,0.0845873438284227
Industrial,Water & Wastewater,"Fans, blowers & ventilation",UKPN (London),0.0,225.0,0.0
Industrial,Water & Wastewater,"Fans, blowers & ventilation",UKPN (South),0.1432806231901713,225.0,0.1432806231901713
Industrial,Water & Wastewater,"Fans, blowers & ventilation",WPD (East Midlands),0.1731639370989907,225.0,0.1731639370989907
Industrial,Water & Wastewater,"Fans, blowers & ventilation",WPD (Midlands),0.1009529706688733,225.0,0.1009529706688733
Industrial,Water & Wastewater,"Fans, blowers & ventilation",WPD (South Wales),1.1674608320892352,225.0,1.1674608320892352
Industrial,Water & Wastewater,"Fans, blowers & ventilation",WPD (South West),0.0613330249122878,225.0,0.0613330249122878
Industrial,Water & Wastewater,Material handling & conveying,ENWL,0.0220981719482689,275.0,0.0220981719482689
Industrial,Water & Wastewater,Material handling & conveying,NPG (Northern Electric),0.0109033443004431,275.0,0.0109033443004431
Industrial,Water & Wastewater,Material handling & conveying,NPG (Yorkshire Electric),0.3589554251065743,275.0,0.3589554251065743
Industrial,Water & Wastewater,Material handling & conveying,SPEN (SP Distribution),0.1890022268297533,275.0,0.1890022268297533
Industrial,Water & Wastewater,Material handling & conveying,SPEN (SP MANWEB),0.2345369085399054,275.0,0.2345369085399054
Industrial,Water & Wastewater,Material handling & conveying,SSE,0.0133140825956601,275.0,0.0133140825956601
Industrial,Water & Wastewater,Material handling & conveying,SSE (Southern),0.2640039052615255,275.0,0.2640039052615255
Industrial,Water & Wastewater,Material handling & conveying,UKPN (East),0.0140978906380704,275.0,0.0140978906380704
Industrial,Water & Wastewater,Material handling & conveying,UKPN (London),0.0,275.0,0.0
Industrial,Water & Wastewater,Material handling & conveying,UKPN (South),0.0238801038650285,275.0,0.0238801038650285
Industrial,Water & Wastewater,Material handling & conveying,WPD (East Midlands),0.0288606561831651,275.0,0.0288606561831651
Industrial,Water & Wastewater,Material handling & conveying,WPD (Midlands),0.0168254951114789,275.0,0.0168254951114789
Industrial,Water & Wastewater,Material handling & conveying,WPD (South Wales),0.1945768053482059,275.0,0.1945768053482059
Industrial,Water & Wastewater,Material handling & conveying,WPD (South West),0.0102221708187146,275.0,0.0102221708187146
Industrial,Water & Wastewater,Electrochemical processes,ENWL,0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,NPG (Northern Electric),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,NPG (Yorkshire Electric),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,SPEN (SP Distribution),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,SPEN (SP MANWEB),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,SSE,0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,SSE (Southern),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,UKPN (East),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,UKPN (London),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,UKPN (South),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,WPD (East Midlands),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,WPD (Midlands),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,WPD (South Wales),0.0,300.0,0.0
Industrial,Water & Wastewater,Electrochemical processes,WPD (South West),0.0,300.0,0.0
Industrial,Water & Wastewater,HVAC & space conditioning,ENWL,0.0410622419765319,200.0,0.0410622419765319
Industrial,Water & Wastewater,HVAC & space conditioning,NPG (Northern Electric),0.0202603076429273,200.0,0.0202603076429273
Industrial,Water & Wastewater,HVAC & space conditioning,NPG (Yorkshire Electric),0.6670015311230159,200.0,0.6670015311230159
Industrial,Water & Wastewater,HVAC & space conditioning,SPEN (SP Distribution),0.3511989675143543,200.0,0.3511989675143543
Industrial,Water & Wastewater,HVAC & space conditioning,SPEN (SP MANWEB),0.4358103155970673,200.0,0.4358103155970673
Industrial,Water & Wastewater,HVAC & space conditioning,SSE,0.0247398781455022,200.0,0.0247398781455022
Industrial,Water & Wastewater,HVAC & space conditioning,SSE (Southern),0.4905651139820814,200.0,0.4905651139820814
Industrial,Water & Wastewater,HVAC & space conditioning,UKPN (East),0.0261963296373246,200.0,0.0261963296373246
Industrial,Water & Wastewater,HVAC & space conditioning,UKPN (London),0.0,200.0,0.0
Industrial,Water & Wastewater,HVAC & space conditioning,UKPN (South),0.0443733810030079,200.0,0.0443733810030079
Industrial,Water & Wastewater,HVAC & space conditioning,WPD (East Midlands),0.0536281123420009,200.0,0.0536281123420009
Industrial,Water & Wastewater,HVAC & space conditioning,WPD (Midlands),0.0312646925392678,200.0,0.0312646925392678
Industrial,Water & Wastewater,HVAC & space conditioning,WPD (South Wales),0.361557502717073,200.0,0.361557502717073
Industrial,Water & Wastewater,HVAC & space conditioning,WPD (South West),0.0189945689926802,200.0,0.0189945689926802
Industrial,Water & Wastewater,Lighting,ENWL,0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,NPG (Northern Electric),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,NPG (Yorkshire Electric),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,SPEN (SP Distribution),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,SPEN (SP MANWEB),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,SSE,0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,SSE (Southern),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,UKPN (East),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,UKPN (London),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,UKPN (South),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,WPD (East Midlands),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,WPD (Midlands),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,WPD (South Wales),0.0,175.0,0.0
Industrial,Water & Wastewater,Lighting,WPD (South West),0.0,175.0,0.0
Industrial,Water & Wastewater,Water & wastewater processes,ENWL,0.2209817194826892,250.0,0.2209817194826892
Industrial,Water & Wastewater,Water & wastewater processes,NPG (Northern Electric),0.1090334430044313,250.0,0.1090334430044313
Industrial,Water & Wastewater,Water & wastewater processes,NPG (Yorkshire Electric),3.5895542510657408,250.0,3.5895542510657408
Industrial,Water & Wastewater,Water & wastewater processes,SPEN (SP Distribution),1.8900222682975325,250.0,1.8900222682975325
Industrial,Water & Wastewater,Water & wastewater processes,SPEN (SP MANWEB),2.3453690853990525,250.0,2.3453690853990525
Industrial,Water & Wastewater,Water & wastewater processes,SSE,0.133140825956601,250.0,0.133140825956601
Industrial,Water & Wastewater,Water & wastewater processes,SSE (Southern),2.6400390526152533,250.0,2.6400390526152533
Industrial,Water & Wastewater,Water & wastewater processes,UKPN (East),0.1409789063807044,250.0,0.1409789063807044
Industrial,Water & Wastewater,Water & wastewater processes,UKPN (London),0.0,250.0,0.0
Industrial,Water & Wastewater,Water & wastewater processes,UKPN (South),0.2388010386502854,250.0,0.2388010386502854
Industrial,Water & Wastewater,Water & wastewater processes,WPD (East Midlands),0.2886065618316511,250.0,0.2886065618316511
Industrial,Water & Wastewater,Water & wastewater processes,WPD (Midlands),0.1682549511147888,250.0,0.1682549511147888
Industrial,Water & Wastewater,Water & wastewater processes,WPD (South Wales),1.9457680534820576,250.0,1.9457680534820576
Industrial,Water & Wastewater,Water & wastewater processes,WPD (South West),0.1022217081871463,250.0,0.1022217081871463
Industrial,Water & Wastewater,Other electrical/process loads,ENWL,0.0223840126278056,500.0,0.0223840126278056
Industrial,Water & Wastewater,Other electrical/process loads,NPG (Northern Electric),0.0110443794662187,500.0,0.0110443794662187
Industrial,Water & Wastewater,Other electrical/process loads,NPG (Yorkshire Electric),0.3635985269376233,500.0,0.3635985269376233
Industrial,Water & Wastewater,Other electrical/process loads,SPEN (SP Distribution),0.1914469776931928,500.0,0.1914469776931928
Industrial,Water & Wastewater,Other electrical/process loads,SPEN (SP MANWEB),0.2375706522120254,500.0,0.2375706522120254
Industrial,Water & Wastewater,Other electrical/process loads,SSE,0.0134863007513274,500.0,0.0134863007513274
Industrial,Water & Wastewater,Other electrical/process loads,SSE (Southern),0.2674188056368574,500.0,0.2674188056368574
Industrial,Water & Wastewater,Other electrical/process loads,UKPN (East),0.0142802473800422,500.0,0.0142802473800422
Industrial,Water & Wastewater,Other electrical/process loads,UKPN (London),0.0,500.0,0.0
Industrial,Water & Wastewater,Other electrical/process loads,UKPN (South),0.0241889939004652,500.0,0.0241889939004652
Industrial,Water & Wastewater,Other electrical/process loads,WPD (East Midlands),0.0292339698488648,500.0,0.0292339698488648
Industrial,Water & Wastewater,Other electrical/process loads,WPD (Midlands),0.0170431335191926,500.0,0.0170431335191926
Industrial,Water & Wastewater,Other electrical/process loads,WPD (South Wales),0.1970936635929968,500.0,0.1970936635929968
Industrial,Water & Wastewater,Other electrical/process loads,WPD (South West),0.0103543949800616,500.0,0.0103543949800616
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,ENWL,0.0240701324777774,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,NPG (Northern Electric),0.0118763191080629,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,NPG (Yorkshire Electric),0.3909873023052926,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,SPEN (SP Distribution),0.2058680984579576,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,SPEN (SP MANWEB),0.255466129628253,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,SSE,0.0145021829248058,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,SSE (Southern),0.2875626540137097,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,UKPN (East),0.0153559351474842,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,UKPN (London),0.0,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,UKPN (South),0.0260110775207969,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,WPD (East Midlands),0.0314360762216256,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,WPD (Midlands),0.0183269411282329,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,WPD (South Wales),0.2119401320977101,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,High-temperature process heat,WPD (South West),0.0111343601811464,900.0,0.0
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,ENWL,0.9594730653112576,500.0,0.9594730653112576
