Sector,Archetype,End-use,DNO,Technical Flex MW,Central Hurdle Cost (£/MWh),Economic Flex MW
Industrial,Hydrogen & Electrochemical Processes,Water & wastewater processes,UKPN (London),0.0,275.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Water & wastewater processes,UKPN (South),0.0,275.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Water & wastewater processes,WPD (East Midlands),0.0,275.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Water & wastewater processes,WPD (Midlands),0.0,275.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Water & wastewater processes,WPD (South Wales),0.0,275.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Water & wastewater processes,WPD (South West),0.0,275.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,ENWL,0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,NPG (Northern Electric),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,NPG (Yorkshire Electric),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,SPEN (SP Distribution),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,SPEN (SP MANWEB),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,SSE,0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,SSE (Southern),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,UKPN (East),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,UKPN (London),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,UKPN (South),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,WPD (East Midlands),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,WPD (Midlands),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,WPD (South Wales),0.0,500.0,0.0
Industrial,Hydrogen & Electrochemical Processes,Other electrical/process loads,WPD (South West),0.0,500.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,ENWL,0.0386108309102046,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,NPG (Northern Electric),0.0190507696349576,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,NPG (Yorkshire Electric),0.6271816173543832,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,SPEN (SP Distribution),0.3302324300335352,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,SPEN (SP MANWEB),0.4097924904845261,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,SSE,0.0232629102999536,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,SSE (Southern),0.461278433779449,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,UKPN (East),0.0246324118072461,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,UKPN (London),0.0,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,UKPN (South),0.0417242953222187,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,WPD (East Midlands),0.0504265202775305,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,WPD (Midlands),0.029398194033904,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,WPD (South Wales),0.3399725618903919,900.0,0.0
Industrial,Other Industrial & Process Loads,High-temperature process heat,WPD (South West),0.0178605954347973,900.0,0.0
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,ENWL,0.4714189417454405,500.0,0.4714189417454405
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,NPG (Northern Electric),0.2326003727201394,500.0,0.2326003727201394
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,NPG (Yorkshire Electric),7.657573985470853,500.0,7.657573985470853
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,SPEN (SP Distribution),4.031972869438806,500.0,4.031972869438806
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,SPEN (SP MANWEB),5.003361431115596,500.0,5.003361431115596
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,SSE,0.2840285043600246,500.0,0.2840285043600246
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,SSE (Southern),5.631979058104903,500.0,5.631979058104903
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,UKPN (East),0.3007494330752885,500.0,0.3007494330752885
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,UKPN (London),0.0,500.0,0.0
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,UKPN (South),0.5094327856248231,500.0,0.5094327856248231
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,WPD (East Midlands),0.6156826016105145,500.0,0.6156826016105145
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,WPD (Midlands),0.3589372513873396,500.0,0.3589372513873396
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,WPD (South Wales),4.150895009785878,500.0,4.150895009785878
Industrial,Other Industrial & Process Loads,Low/medium-temperature process heat,WPD (South West),0.2180689407694226,500.0,0.2180689407694226
Industrial,Other Industrial & Process Loads,Steam generation,ENWL,0.1571396472484801,450.0,0.1571396472484801
Industrial,Other Industrial & Process Loads,Steam generation,NPG (Northern Electric),0.0775334575733798,450.0,0.0775334575733798
Industrial,Other Industrial & Process Loads,Steam generation,NPG (Yorkshire Electric),2.5525246618236177,450.0,2.5525246618236177
Industrial,Other Industrial & Process Loads,Steam generation,SPEN (SP Distribution),1.3439909564796018,450.0,1.3439909564796018
Industrial,Other Industrial & Process Loads,Steam generation,SPEN (SP MANWEB),1.6677871437051983,450.0,1.6677871437051983
Industrial,Other Industrial & Process Loads,Steam generation,SSE,0.0946761681200082,450.0,0.0946761681200082
Industrial,Other Industrial & Process Loads,Steam generation,SSE (Southern),1.8773263527016344,450.0,1.8773263527016344
Industrial,Other Industrial & Process Loads,Steam generation,UKPN (East),0.1002498110250961,450.0,0.1002498110250961
Industrial,Other Industrial & Process Loads,Steam generation,UKPN (London),0.0,450.0,0.0
Industrial,Other Industrial & Process Loads,Steam generation,UKPN (South),0.1698109285416077,450.0,0.1698109285416077
Industrial,Other Industrial & Process Loads,Steam generation,WPD (East Midlands),0.2052275338701714,450.0,0.2052275338701714
Industrial,Other Industrial & Process Loads,Steam generation,WPD (Midlands),0.1196457504624465,450.0,0.1196457504624465
Industrial,Other Industrial & Process Loads,Steam generation,WPD (South Wales),1.383631669928626,450.0,1.383631669928626
Industrial,Other Industrial & Process Loads,Steam generation,WPD (South West),0.0726896469231409,450.0,0.0726896469231409
Industrial,Other Industrial & Process Loads,Drying & evaporation,ENWL,0.2948760222151235,500.0,0.2948760222151235
Industrial,Other Industrial & Process Loads,Drying & evaporation,NPG (Northern Electric),0.1454932473004161,500.0,0.1454932473004161
Industrial,Other Industrial & Process Loads,Drying & evaporation,NPG (Yorkshire Electric),4.78986896091452,500.0,4.78986896091452
Industrial,Other Industrial & Process Loads,Drying & evaporation,SPEN (SP Distribution),2.522028743727101,500.0,2.522028743727101
Industrial,Other Industrial & Process Loads,Drying & evaporation,SPEN (SP MANWEB),3.129639447768762,500.0,3.129639447768762
Industrial,Other Industrial & Process Loads,Drying & evaporation,SSE,0.1776619226442124,500.0,0.1776619226442124
Industrial,Other Industrial & Process Loads,Drying & evaporation,SSE (Southern),3.5228444060901256,500.0,3.5228444060901256
Industrial,Other Industrial & Process Loads,Drying & evaporation,UKPN (East),0.18812098678161,500.0,0.18812098678161
Industrial,Other Industrial & Process Loads,Drying & evaporation,UKPN (London),0.0,500.0,0.0
Industrial,Other Industrial & Process Loads,Drying & evaporation,UKPN (South),0.3186539617072366,500.0,0.3186539617072366
Industrial,Other Industrial & Process Loads,Drying & evaporation,WPD (East Midlands),0.3851140046213958,500.0,0.3851140046213958
Industrial,Other Industrial & Process Loads,Drying & evaporation,WPD (Midlands),0.2245178959548081,500.0,0.2245178959548081
Industrial,Other Industrial & Process Loads,Drying & evaporation,WPD (South Wales),2.596415418918844,500.0,2.596415418918844
Industrial,Other Industrial & Process Loads,Drying & evaporation,WPD (South West),0.1364037295248853,500.0,0.1364037295248853
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,ENWL,0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,NPG (Northern Electric),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,NPG (Yorkshire Electric),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,SPEN (SP Distribution),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,SPEN (SP MANWEB),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,SSE,0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,SSE (Southern),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,UKPN (East),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,UKPN (London),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,UKPN (South),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,WPD (East Midlands),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,WPD (Midlands),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,WPD (South Wales),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Refrigeration & process cooling,WPD (South West),0.0,275.0,0.0
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,ENWL,0.217032592423887,225.0,0.217032592423887
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,NPG (Northern Electric),0.1070849247238642,225.0,0.1070849247238642
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,NPG (Yorkshire Electric),3.525405932122858,225.0,3.525405932122858
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,SPEN (SP Distribution),1.8562459989348656,225.0,1.8562459989348656
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,SPEN (SP MANWEB),2.303455389824097,225.0,2.303455389824097
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,SSE,0.1307614886989883,225.0,0.1307614886989883
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,SSE (Southern),2.592859359727606,225.0,2.592859359727606
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,UKPN (East),0.1384594961090688,225.0,0.1384594961090688
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,UKPN (London),0.0,225.0,0.0
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,UKPN (South),0.234533465542376,225.0,0.234533465542376
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,WPD (East Midlands),0.2834489226145007,225.0,0.2834489226145007
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,WPD (Midlands),0.1652480952455326,225.0,0.1652480952455326
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,WPD (South Wales),1.91099556058922,225.0,1.91099556058922
Industrial,Other Industrial & Process Loads,Pumping & fluid handling,WPD (South West),0.1003949212712699,225.0,0.1003949212712699
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,ENWL,0.5064093823224032,500.0,0.5064093823224032
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,NPG (Northern Electric),0.2498648243556832,500.0,0.2498648243556832
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,NPG (Yorkshire Electric),8.225947174953337,500.0,8.225947174953337
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,SPEN (SP Distribution),4.331240664181355,500.0,4.331240664181355
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,SPEN (SP MANWEB),5.374729242922895,500.0,5.374729242922895
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,SSE,0.3051101402976394,500.0,0.3051101402976394
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,SSE (Southern),6.050005172697749,500.0,6.050005172697749
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,UKPN (East),0.3230721575878273,500.0,0.3230721575878273
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,UKPN (London),0.0,500.0,0.0
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,UKPN (South),0.5472447529322108,500.0,0.5472447529322108
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,WPD (East Midlands),0.6613808194338351,500.0,0.6613808194338351
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,WPD (Midlands),0.3855788889062429,500.0,0.3855788889062429
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,WPD (South Wales),4.458989641374847,500.0,4.458989641374847
Industrial,Other Industrial & Process Loads,Mechanical drives & machinery,WPD (South West),0.2342548162996298,500.0,0.2342548162996298
Industrial,Other Industrial & Process Loads,Compressed air,ENWL,0.5607449902276485,300.0,0.5607449902276485
Industrial,Other Industrial & Process Loads,Compressed air,NPG (Northern Electric),0.2766742745740836,300.0,0.2766742745740836
Industrial,Other Industrial & Process Loads,Compressed air,NPG (Yorkshire Electric),9.108556889445095,300.0,9.108556889445095
Industrial,Other Industrial & Process Loads,Compressed air,SPEN (SP Distribution),4.795964665527728,300.0,4.795964665527728
Industrial,Other Industrial & Process Loads,Compressed air,SPEN (SP MANWEB),5.951415202809769,300.0,5.951415202809769
